,case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,clf_unemploy_pct,cvap,demgov,female_pct,lesscollege_pct,lesshs_pct,mask_score,median_hh_inc,net_dem_gov_votes,net_dem_president_votes,parent,repgov,ruralurban_cc,urm_pct,is_blue,deaths,cases
431,1944,0,0,0,0,0,0,13303,1,0,0,0,0,0,1,0,0.0,thanegroswan,@Kevinpatriot2 @real_defender @itsJeffTiedrich @realDonaldTrump Our country has lost all protection! The virus is still spreading and people are still dying EVERY SINGLE DAY! Plus we cant rely on this orange idiot to tell us where all the testing equipment is. A lot of us still dont know anything except stay at home.,1210662471092068352,4,21,2020,8.0,4.0,5.0,2.0,8.0,8.0,6.0,1.0,8.0,8.0,1310,3.0,7.0,9.0,1.0,1.0,25.0
432,1947,0,0,1,0,0,0,53053,0,0,0,0,0,0,1,0,0.0,NealDawgFan64,"@Jwheels_74 Speak your mind, speak your piece, Jimmy. I promise that you won't offend me, brother. I like and respect your point of view. Take care, stay safe and stay home.",1233550153937612800,4,21,2020,6.0,9.0,8.0,4.0,2.0,2.0,7.0,8.0,8.0,9.0,5310,8.0,1.0,6.0,1.0,45.0,1219.0
434,1951,0,0,0,0,0,0,36061,1,0,0,0,0,0,1,0,1.0,RootlessYouth,Me knowing states that are opening up early are going to have high cases of COVID and death https://t.co/Dldrflosty,290851573,4,21,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,1580.0,18259.0
437,1957,0,0,1,0,0,0,25019,0,0,0,0,0,0,1,0,0.0,ackdannyboy,"Yeah! #Nantucket
STAY HOME SAFE LIVES
Centers for Disease Control and Prevention
https://t.co/Y7tG93Mp4B
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts https://t.co/GuGEyMaC3W",298798289,4,21,2020,1.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,2509,2.0,7.0,6.0,1.0,0.0,0.0
438,1959,0,0,1,0,0,0,12099,0,0,0,0,0,0,1,0,0.0,Butler64J,Continue to Stay at Home and Stay Safe! https://t.co/AvkgatL9Jb,493708309,4,21,2020,6.0,9.0,8.0,8.0,0.0,4.0,9.0,7.0,9.0,9.0,1221,8.0,1.0,8.0,1.0,131.0,2320.0
439,196,1,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,PhantomsBB,"Be safe out there! Stay home, read this and follow the rules https://t.co/VSNKZP6eZ7",2935495640,3,20,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,2.0,292.0
440,1962,0,0,1,0,0,0,53051,0,0,0,0,0,0,1,0,0.0,dann_merritt,"Stay home, stay healthy, stay safe. Protect yourself and your loved ones.
I'll greet you, later.",1036697581420568576,4,21,2020,7.0,2.0,4.0,1.0,4.0,3.0,6.0,4.0,3.0,5.0,5305,4.0,2.0,2.0,0.0,0.0,2.0
441,1963,0,0,0,0,0,0,26147,1,0,0,0,0,0,1,0,0.0,michiganbogman,Covid-19 will correct the idiots or intemperate one way or another: 232 dead  in Michigan in the last day. The worst day for deaths yet. Stay home or keep your distance.,1679433878,4,21,2020,7.0,8.0,7.0,4.0,5.0,3.0,7.0,6.0,1.0,0.0,2610,7.0,1.0,3.0,0.0,16.0,296.0
442,1966,0,0,0,0,0,0,13121,1,0,0,0,0,0,1,0,0.0,MystryeDragon,"The state of GA is reopening for business this Friday. It's absolutely ridiculous &amp; is going to end up w/ even more ppl sick &amp; dead. And ppl aren't going to be able to ""just stay home"" b/c they will loose their jobs &amp; businesses HAVE to open or pay the unemployment themselves.",2348865674,4,21,2020,7.0,9.0,8.0,8.0,0.0,2.0,8.0,8.0,9.0,9.0,1305,8.0,1.0,9.0,1.0,82.0,2208.0
443,1967,1,0,1,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,Terrence_CFP,Trump did say he loves the poorly educated and the poorly educated are the ones that are going to get us killed since they don't want to listen to scientists... #StayHome #StayAtHome #HealthyAtHome https://t.co/dwyWetFHX8,39576271,4,21,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,663.0,15153.0
444,1968,0,0,1,0,0,0,33011,0,0,0,0,0,0,1,0,5.0,EvanKirstel,Safer at home   #StayHome https://t.co/jF6Fd2SkfH,35203319,4,21,2020,2.0,9.0,8.0,4.0,0.0,1.0,8.0,9.0,1.0,8.0,3302,8.0,2.0,4.0,0.0,2.0,626.0
445,1969,0,0,0,0,0,0,13067,1,0,0,0,0,0,1,0,1.0,SOS_SaintTUT,I dont know everything but my theory is if they let Georgia come off lock down without having a cure to this disease then we will have a surge in cases and deaths and they will end up going back on lockdown for longer...,286204415,4,21,2020,5.0,9.0,8.0,8.0,0.0,2.0,7.0,9.0,0.0,9.0,1306,8.0,1.0,8.0,1.0,59.0,1215.0
446,1973,0,0,0,0,0,0,12109,1,0,0,0,0,0,1,0,0.0,Live2Inspire10,"People, those protesting,  stay home unless you want to die in an over crowded hospital. How hard is that to comprehend?",103870924,4,21,2020,3.0,9.0,8.0,8.0,0.0,0.0,6.0,9.0,0.0,0.0,1204,8.0,1.0,5.0,0.0,4.0,194.0
448,1976,0,0,0,0,0,0,21209,1,0,0,0,0,0,1,1,0.0,TimVThompson,"My friend's father just died of COVID19 alone in his hospital room. The family could not go in and had to say their goodbyes over their cell phone as he was taken off the ventilator. 

Stay home. Please.",556101094,4,21,2020,2.0,6.0,0.0,5.0,1.0,3.0,8.0,9.0,8.0,2.0,2106,0.0,2.0,4.0,0.0,0.0,22.0
449,1977,0,0,1,0,0,0,26125,0,0,0,0,0,0,1,1,0.0,djmaddy47,"City where I live. Im one of the 428 positive. This is VERY serious!!! Just stay home!!! 
#stayinformed
#covid19
#pontiac
#pontiacmichigan
#michigan
#stayathome
#closeeverythingdown
#savelives
#covid19positive @ https://t.co/1AoDKckDSU",1071351122,4,21,2020,4.0,9.0,8.0,8.0,0.0,0.0,9.0,9.0,0.0,9.0,2611,8.0,1.0,6.0,1.0,537.0,6790.0
450,1978,1,0,1,0,0,0,48201,1,0,0,0,0,0,1,1,1.0,iamodus_,"This is so sad. Thoughts and Prayers to Sandy Ladewigs family. This virus is really hitting close to home, just devastating.

Please, if you can, adhere to the guidelines put forth to stay safe. This virus is killing innocent people everyday. https://t.co/9qz0BuDkPb",308296293,4,22,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,150.0,5211.0
451,1979,0,0,1,0,0,0,47037,0,0,0,0,0,0,1,0,0.0,AmeliaTunes,Yes I will stay home I value your life! https://t.co/sKjQiF8CxH,49803165,4,22,2020,4.0,9.0,8.0,8.0,0.0,4.0,8.0,6.0,0.0,9.0,4705,8.0,1.0,8.0,1.0,20.0,1719.0
452,1981,0,0,1,0,0,0,15003,0,0,0,0,0,0,1,0,1.0,brittneybeast,Not even trippin about another stay at home order bc its for everyones safety. Stop complaining already. Smh.,150038466,4,22,2020,2.0,9.0,8.0,2.0,0.0,2.0,9.0,9.0,9.0,9.0,1501,8.0,2.0,5.0,1.0,7.0,388.0
453,1983,0,0,1,0,0,0,26125,1,0,0,0,0,0,1,0,0.0,IrvenKearney,"@GovWhitmer Love you Thanks for all you do, please be strong we need you. Love The Kearneys from Ferndale.  You have nothing to be ashamed of us stay at home is our only hope to soon we will be back at square one. Love you, Governor, Thank you.",1240056940186808320,4,22,2020,4.0,9.0,8.0,8.0,0.0,0.0,9.0,9.0,0.0,9.0,2611,8.0,1.0,6.0,1.0,561.0,6968.0
454,1988,0,0,0,0,0,0,6111,1,0,0,0,0,0,0,1,0.0,KJPURPLE622TWD,@FormallyRicky @nowthisnews seriously? this isnt going away anytime soon..so how long do you suggest we stay home? You must be independently wealthy because without a job I cannot pay my rent...or food to feed my family..,950975811242217473,4,22,2020,6.0,9.0,8.0,5.0,1.0,6.0,9.0,9.0,9.0,9.0,0626,8.0,2.0,8.0,1.0,13.0,451.0
455,1989,1,0,0,0,0,0,29510,0,0,0,0,0,0,1,0,0.0,1lovelybones,Please listen....STAY HOME!! https://t.co/KAIylN7arc,285186149,4,22,2020,8.0,9.0,0.0,8.0,1.0,6.0,8.0,1.0,8.0,9.0,2901,0.0,1.0,9.0,1.0,45.0,924.0
456,1991,0,0,1,0,0,0,24029,1,0,0,0,0,0,1,0,0.0,AltBadDude,"#TruthBeTold 
Abso-fucking-lutly!!! 
#Heartbreaking to live in #trumpsamerica #winning?

Tump is #willfullyIGNORANT #coronavirus #COVID19 forever #TrumpVirus #Blametrump 4 every death!!!
        
#COVIDIOTS#PhysicalDistancing #StayHome #StayHomeSaveLives #StayHomeStayHealthy https://t.co/pGdNjiLaHu",828064979542765568,4,22,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,1.0,36.0
458,1997,0,0,1,0,0,0,6001,0,0,0,0,0,0,1,0,0.0,Buey86,Please be safe and stay home. https://t.co/FyGuRXBWAg,177852622,4,22,2020,5.0,9.0,8.0,7.0,0.0,4.0,9.0,9.0,9.0,9.0,0615,8.0,1.0,8.0,1.0,43.0,1242.0
459,1998,0,0,1,0,0,0,6073,0,0,0,0,0,1,1,0,0.0,mdcfBBA,"@JoshuaPotash No testing increases spread.
Act as if everyone infected.
Stay home.
Save money.
Piss off GOP and save money.
Economy collapses regardless if I spend my money.",809800637944709120,4,22,2020,6.0,9.0,8.0,3.0,0.0,5.0,9.0,9.0,9.0,9.0,0652,8.0,1.0,8.0,1.0,96.0,2491.0
461,2001,0,0,1,0,0,0,19103,0,0,0,0,0,0,1,0,0.0,MrsBeve,Doing nothing is the most powerful thing we can do.  Lindsay Stone McGowan-Thank you for bringing smiles to our community as we stay safe at home.  #FrontPorchProject  #SixFeetAway @mbevelacqua @hmbevelacqua @FinleyBevelacq1 https://t.co/3dTWFvjaN6,291187582,4,22,2020,0.0,8.0,8.0,4.0,0.0,0.0,8.0,8.0,9.0,9.0,1902,7.0,3.0,5.0,1.0,3.0,388.0
462,2002,0,0,1,0,0,0,24021,0,0,0,0,0,0,1,0,0.0,madorairene,Absurd. Governors can open up the economy but anyone with a brain is staying home. Intelligent ppl dont take life or death risks with a deadly virus.. . https://t.co/xXlTSvxTfg,65410543,4,22,2020,2.0,9.0,8.0,6.0,0.0,1.0,9.0,9.0,0.0,4.0,2408,8.0,1.0,6.0,0.0,35.0,658.0
463,2004,0,0,1,0,0,0,35001,0,0,0,0,0,0,1,0,0.0,ABQTiffany,"@MarkRonchettiNM No. Its not time at all to reopen. Im out of work, and I will support choosing lives, health, and safety over the dollar. #StayAtHome",140908999,4,22,2020,5.0,9.0,8.0,7.0,1.0,4.0,9.0,5.0,0.0,9.0,3501,8.0,2.0,9.0,1.0,29.0,600.0
464,2005,0,0,1,0,0,0,9009,0,0,0,0,0,0,1,0,10.0,fucktomcruise,All these people protesting stay at home orders got me shook. It's been like 30 days. Stay inside your house for another 30 or so that shit gets better. How we gonna do a half ass quarantine than give up halfway through? The fuck?,716775579,4,22,2020,7.0,9.0,8.0,8.0,0.0,3.0,9.0,9.0,9.0,9.0,0903,8.0,2.0,7.0,1.0,345.0,5811.0
466,2008,0,1,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,RideMyDiction,"@Gwynn_Queen Give evidence/facts/information that cannot be refuted. If they dont listen or choose to ignore it, then they making an informed decision to risk their lives, familys, and their communitys, thus continuing this stay at home order. Play stupid games, win stupid prizes.",1953298735,4,22,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,732.0,16447.0
467,2009,0,0,0,0,0,0,53061,0,0,0,1,0,0,0,0,1.0,FreedomLover196,@JanMueller @seattletimes Yes. Thank you to this Sherrif. You know we can all choose to stay home but our first amendment is under fire.,162777489,4,22,2020,4.0,9.0,8.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0,5301,8.0,1.0,5.0,1.0,101.0,2209.0
468,201,0,0,1,0,0,0,48085,0,0,0,0,0,0,1,0,0.0,happy_bheng,"Stay safe everyone. Stay home.

#OTWOLClarkMeetsLeah",778288794931834880,3,20,2020,1.0,9.0,8.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,4803,8.0,1.0,7.0,0.0,1.0,27.0
469,2010,0,0,1,0,0,0,6013,0,0,0,1,0,0,1,0,0.0,ptpauly5775,"For all Republicans thoughts and prayers.
For all Democrats stay home, stay safe stay strong.
This is a voter purge/ suppression of your state of the worst kind. https://t.co/H814Chb7yd",822834252341542912,4,22,2020,6.0,9.0,8.0,7.0,0.0,3.0,9.0,9.0,9.0,9.0,0611,8.0,1.0,8.0,1.0,22.0,763.0
470,2017,0,0,0,0,0,1,47037,0,0,0,1,0,0,0,0,1.0,edod2012,"@dbongino All the people forcing us to stay at home (although I'm not) are getting PAID! If we can't work from home, we should be able to go back to work!! #FreedomOverFear",510340882,4,22,2020,4.0,9.0,8.0,8.0,0.0,4.0,8.0,6.0,0.0,9.0,4705,8.0,1.0,8.0,1.0,20.0,1719.0
471,2022,0,0,0,0,0,0,6013,1,0,0,0,0,0,1,0,0.0,PamelaA22089038,Stay home the virus do not discriminate airborne https://t.co/hfcRzAs5ST,1062928038185369600,4,23,2020,6.0,9.0,8.0,7.0,0.0,3.0,9.0,9.0,9.0,9.0,0611,8.0,1.0,8.0,1.0,23.0,770.0
473,2026,0,0,1,0,0,0,6065,0,0,0,0,0,0,1,0,4.0,kaialcazarr,"hi there, if ur going to the beach rn, fuck u just stay the fuck home so everything can actually blow over and we can go back to somewat normal society",1574522419,4,23,2020,9.0,9.0,8.0,4.0,3.0,7.0,9.0,8.0,0.0,9.0,0636,8.0,1.0,9.0,1.0,100.0,3218.0
474,2028,0,0,1,0,0,0,33011,1,0,0,0,0,0,1,0,0.0,KeithSarasin,"99 new #COVID19 cases in #NewHampshire today. Not a downward trend. #StayHomeSaveLives 

https://t.co/8Ueil6EM3i",171377728,4,23,2020,2.0,9.0,8.0,4.0,0.0,1.0,8.0,9.0,1.0,8.0,3302,8.0,2.0,4.0,0.0,2.0,721.0
476,2030,0,0,0,0,0,0,41005,0,1,0,0,0,0,0,0,0.0,jcstong13,"@gloryofcristi Personally, Id rather stay home. I have very little need for anything more than 2 miles from my house... but what we are doing to huge portions of our population is not fair. Its an unfortunate part of the human experience, but people die. Car wrecks or coronavirus. Both shitty",422368427,4,23,2020,4.0,9.0,8.0,6.0,0.0,0.0,9.0,9.0,2.0,9.0,4103,8.0,1.0,4.0,1.0,6.0,191.0
478,2033,0,0,1,0,0,0,15009,0,0,0,0,0,0,1,0,0.0,Poppyphlox,"Hope everyone is doing well today. Tonights sunset was kinda epic, the clouds were just painterly and magical. Please stay safe and stay home.
#CheersAndAloha #MauiHome #Sunset #MomentOfCalm #StayHome @ Kapalua, https://t.co/KInSaegVcq",319804731,4,23,2020,3.0,8.0,8.0,3.0,2.0,1.0,9.0,9.0,9.0,9.0,1502,6.0,3.0,5.0,1.0,5.0,112.0
480,2037,0,0,1,0,0,0,4013,0,0,0,0,0,0,1,0,0.0,MikeFlanagan001,@12News I choose to stay at home at least three weeks or until we witness reported cases come way down. To accomplish that we need to ramp up testing. We still really do not know how may carry the virus or who are sick. The key is testing.,3224557602,4,23,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,115.0,2970.0
481,2038,0,0,0,0,0,0,6059,1,0,0,0,0,0,1,0,0.0,jjmariselli,He shoulda just stayed home. What an idiot- a dangerous one. https://t.co/6I0B7DKeqI,369330214,4,23,2020,4.0,9.0,8.0,5.0,0.0,6.0,9.0,9.0,0.0,9.0,0646,8.0,1.0,8.0,1.0,36.0,1827.0
482,2039,0,0,1,0,0,0,17031,1,0,0,0,0,0,1,0,9.0,Yajairaasanchez,"35K cases in Illinois when 80% of confirmed cases are coming from cook county and yall STILL want to go and have cookouts with your friends and share blunts, how stupid are you guys?? Do your research and stay inside its really not that hard stop being selfish https://t.co/kfnt7cmw0u",3009322437,4,23,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,1142.0,25811.0
484,2044,1,0,0,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,soleilbeez,"feeling 4 myself + other people who grew up in California ...........

disrespectful fucks cant stay home cuz they dont respect CA period. https://t.co/PROoGUD2Y4 https://t.co/svX7it45zI",83458285,4,23,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,797.0,17537.0
485,2049,0,0,0,0,0,0,26161,0,0,0,1,0,0,0,0,0.0,skubish,@MI_Republicans you need to neutered the governors power now. No more lockdown!  ANo more prison!  Lets get back to work.,5178171,4,24,2020,4.0,9.0,8.0,5.0,0.0,0.0,9.0,8.0,9.0,9.0,2612,8.0,2.0,6.0,1.0,47.0,1080.0
487,2050,0,0,1,0,0,0,24029,1,0,0,0,0,0,1,0,0.0,AltBadDude,"#TruthBeTold 
Abso-fucking-lutly!!! 
#Heartbreaking to live in #trumpsamerica #winning?

Tump is #willfullyIGNORANT #coronavirus #COVID19 forever #TrumpVirus #Blametrump 4 every death!!!
        
#COVIDIOTS#PhysicalDistancing #StayHome #StayHomeSaveLives #StayHomeStayHealthy https://t.co/4a3k8mhY7D",828064979542765568,4,24,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,2.0,67.0
489,2052,1,0,1,0,0,0,4013,0,0,0,0,0,0,1,0,0.0,stevesilver72,"More Americans trust Dr.Fauci than trust Donald Trump. They're not willing to risk their health to save the Trump's economy. It's all a matter of priorities and values

USA TODAY: Are Americans really ready for country to reopen?

https://t.co/7wBJEzsY3G",4745216682,4,24,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,120.0,3116.0
490,2055,0,0,1,0,0,0,41005,1,0,0,0,0,0,1,0,1.0,TroyHermo,"@JBazz60 @VitalVegas More Americans have now died from corona then the Korean War. Its all about perspective, either way; death should never be taken lightly. Especially at the rate of almost 2000 a day. Innocent Americans lives lost because of a virus. Stay home. Save lives.",36296292,4,24,2020,4.0,9.0,8.0,6.0,0.0,0.0,9.0,9.0,2.0,9.0,4103,8.0,1.0,4.0,1.0,6.0,196.0
491,2057,0,0,1,0,0,0,36061,0,0,1,0,0,0,1,0,0.0,DanMannarino,"And to all of you at home, continue to stay safe.  We will all get through this together!",393575726,4,24,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,1712.0,19233.0
492,2058,0,0,0,0,0,0,47179,0,0,0,1,0,1,0,1,0.0,Jpatrick1953,..and it is not our President enforcing this stay at home bs. It is the Governors who are keeping people at home. I will remember in Nov..you can bet on that. And because I don't take orders very well..Im in town..ready to par-te'..,817803565746049025,4,24,2020,3.0,8.0,5.0,8.0,1.0,4.0,4.0,4.0,0.0,0.0,4701,7.0,3.0,4.0,0.0,0.0,46.0
493,2060,0,0,0,0,0,0,39151,0,0,0,1,0,0,0,0,0.0,Michael27616373,"@TeaPainUSA People are sick of being told to stay at home, when its not likely necessary",1059536393549029376,4,24,2020,6.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,0.0,0.0,3907,8.0,2.0,4.0,0.0,34.0,294.0
494,2061,0,0,1,0,0,0,48453,0,0,0,0,0,0,1,0,0.0,CarronWhittaker,"Don't be fooled... stay home,  stay safe! @ Austin, Texas https://t.co/cYcyYYbSCo",453124842,4,24,2020,2.0,9.0,8.0,2.0,0.0,4.0,9.0,9.0,9.0,9.0,4835,8.0,1.0,8.0,1.0,32.0,1379.0
495,2066,0,0,0,0,0,0,21111,0,0,1,0,0,0,1,0,0.0,DanseurIgnoble,"These are the people we're staying home for. Loving mothers, grandmothers, fathers, grandfathers, aunts, uncles. Do it for them. Please. Please. https://t.co/lGsaWxiJi3",616912441,4,25,2020,5.0,9.0,0.0,8.0,1.0,3.0,7.0,6.0,8.0,9.0,2103,0.0,1.0,7.0,1.0,81.0,1121.0
497,2070,0,0,0,0,0,1,12103,0,0,0,0,0,1,0,0,0.0,stevepohlit,Open it Fuck the lockdown This is America The people decide not the people being paid by the people https://t.co/CqUR79Jnke,14323769,4,25,2020,5.0,9.0,8.0,9.0,1.0,2.0,9.0,5.0,9.0,3.0,1213,8.0,1.0,6.0,0.0,24.0,677.0
498,2071,1,0,0,0,1,0,32003,0,0,0,0,0,0,1,0,0.0,King_Omarie,"This ppl are so ignorant... @GovSisolak @SteveSisolak need to put a stop  to this madness... if they dont wanna stay home, they need to be in jail for not following government directions https://t.co/PP6d1iFV0e",58133004,4,25,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,174.0,3570.0
500,2078,0,0,0,0,0,0,26145,1,0,0,0,0,0,1,1,0.0,MightyJPRogers,Rest in peace to @FREDTHEGODSON who died of COVID-19. Stay the fuck home #FuckCoronavirus,29880440,4,25,2020,8.0,9.0,8.0,8.0,3.0,4.0,7.0,4.0,9.0,7.0,2604,7.0,3.0,7.0,0.0,44.0,550.0
501,2080,0,0,0,0,0,0,29099,1,0,0,0,0,0,0,0,1.0,BlueRedBlood,"For people who keep saying that it's wrong to start coming out of quarantine because there's a chance people will die: before Covid, suicide was the number 10 killer in the U.S. The suicide rate in the last 6 weeks is 5 higher. Covid is not even in the top 100 causes of death.",1133815151138877442,4,25,2020,5.0,9.0,8.0,4.0,5.0,4.0,3.0,8.0,0.0,0.0,2902,8.0,1.0,1.0,0.0,3.0,253.0
503,2082,0,0,0,0,0,0,39119,1,0,0,0,0,0,1,1,0.0,TejanaBryan,If I see you partying on your Snapchat story I fucking hate you stay tf home you inconsiderate piece of fucking shit,771093185535811584,4,25,2020,6.0,7.0,6.0,8.0,7.0,5.0,2.0,3.0,0.0,1.0,3912,7.0,4.0,2.0,0.0,0.0,11.0
504,2083,0,0,1,0,0,0,4013,1,0,0,0,0,0,1,1,0.0,esteazy11,"Just got word that a family friend of mine that lives in Belgium just passed last night because of Covid-19. If you can, stay home and stop this spread.",416199484,4,25,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,121.0,3234.0
505,2085,1,0,0,0,0,0,6085,0,0,1,0,0,0,1,0,0.0,Tman9thst,so why is it during WWII americans were able to limit what they bought in the outside world to save resources for the military(because the government said so) but today we cant even collectively stay home and do nothing when the government says? moronic,2509014972,4,25,2020,4.0,9.0,8.0,2.0,0.0,5.0,9.0,9.0,9.0,9.0,0619,8.0,1.0,7.0,1.0,99.0,2040.0
506,209,0,0,1,0,0,0,8059,0,0,0,0,0,0,1,1,1.0,guzman_mechelle,"From someone who is working with Covid-19 patients, PLEASE STAY HOME",2546990780,3,20,2020,2.0,9.0,8.0,4.0,0.0,0.0,8.0,9.0,9.0,9.0,0807,8.0,1.0,6.0,1.0,0.0,37.0
507,2094,0,0,1,0,0,0,26139,1,0,0,0,0,0,1,0,0.0,kylee_maac,"@spazznic just stay the fuck home so its some what controlled,if it can ever be. which it wont!!!! if people keep acting like this.",1383444708,4,25,2020,2.0,9.0,7.0,6.0,1.0,1.0,6.0,8.0,0.0,0.0,2602,8.0,2.0,5.0,0.0,12.0,205.0
508,2096,0,0,1,0,0,0,53061,0,0,0,0,0,0,1,0,7.0,zimney_leanna,"@BlueR00n @Danjon73 @Winners786 @sdr_medco @WomanRises @zelda229 @4a_of @BCOOL333 @SandyIsRetired @SadieTNResist @LeonaLioness6 @waltsimsjr @SARA2001NOOR @RoseSage6 @Scott_5D @PPersnickety @snarkgrapefruit @LA_Karma1 @1120Eclipse @ifudontlike2bad @lizlibra1009 @A_Rosie_Life @NikkiClawson @Kokomothegreat @Vic_Resist @MaddyVBNMW @disrupterbank @hig68 @BrokenSpiritNMB @DarwunStJames @jamnspoon2 @LRPow79 @LuckieKathy Thank You Blue  Have a great weekend,  stay home and stay safe! https://t.co/voKBg4Ak88",3325425133,4,25,2020,4.0,9.0,8.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0,5301,8.0,1.0,5.0,1.0,104.0,2297.0
509,2097,0,0,1,0,0,0,26099,0,0,0,0,0,0,1,0,0.0,RalphRoberts,@MCmuckraker Please everybody stay at home keep us safe.,18545970,4,25,2020,6.0,9.0,8.0,8.0,2.0,3.0,8.0,8.0,0.0,0.0,2609,8.0,1.0,5.0,0.0,536.0,5163.0
510,2098,0,0,0,0,0,0,13121,1,0,0,0,0,0,0,0,0.0,HarrisonMatt7,@AndyOstroy ... but nobody did. Unless theyre already contemplating suicide from losing everything they worked for due to this crippling stay at home order.,803906484,4,26,2020,7.0,9.0,8.0,8.0,0.0,2.0,8.0,8.0,9.0,9.0,1305,8.0,1.0,9.0,1.0,94.0,2545.0
511,2101,0,0,1,0,0,0,20161,0,0,0,0,0,0,1,0,0.0,Anielpanta,"I stayed outside for several days to be safe from #nepalearthquake back in 2015. Im staying in my home since several days to stay safe from #COVID19. Because, nothing matters more than your and your loved ones safety. #staysafe #SafetyFirst",1659807554,4,26,2020,3.0,7.0,6.0,0.0,0.0,0.0,6.0,5.0,9.0,7.0,2001,5.0,3.0,5.0,0.0,0.0,44.0
512,2102,0,0,1,0,0,0,6059,0,0,0,0,0,0,1,1,0.0,bulgogin,"As a high risk queen, I will be staying inside for the rest of the year or who knows how long because NO ONE KNOWS HOW TO STAY THE FUCK HOME.",4282928893,4,26,2020,4.0,9.0,8.0,5.0,0.0,6.0,9.0,9.0,0.0,9.0,0646,8.0,1.0,8.0,1.0,39.0,2074.0
513,2103,1,0,0,0,0,0,6037,0,0,0,0,0,0,1,0,1.0,JacobTGuzman,People dont understand what STAY AT HOME means,1316166091,4,26,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,916.0,19567.0
514,2104,0,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,jeffreybyron007,"Rest up!  Stay safe and healthy and please stay home!  @ Beverly Hills, California https://t.co/fd8v4VYRXC",3266380722,4,26,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,916.0,19567.0
515,2105,0,0,1,0,0,0,8013,0,0,0,0,0,0,1,0,0.0,claire_rahn,it still amazes me how people are STILL not taking this virus seriously. STAY HOME AND THEN THIS WILL BE OVER SOONER THAN LATER!,2263739053,4,26,2020,3.0,9.0,8.0,3.0,0.0,0.0,9.0,9.0,9.0,9.0,0802,8.0,2.0,5.0,1.0,30.0,500.0
516,2106,0,0,1,0,0,0,6067,0,0,0,0,0,0,1,1,0.0,Betael03,@kcranews It isnt that hard to stay home please lets protect the ones with immune system compromised like my 6 year old daughter.,797871344033628160,4,26,2020,8.0,9.0,8.0,7.0,1.0,5.0,8.0,8.0,9.0,9.0,0607,8.0,1.0,7.0,1.0,41.0,1037.0
